,codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ano,fator_nome,total_fatores,fator_humano,fator_operacional,fator_material,fator_metereologico,fator_outro
749,53340,53340,53340,53340,53340,ACIDENTE,-3.7325,-38.7119444444,CAUCAIA,CE,BRASIL,****,26/06/2015,19:38:00,SIM,FINALIZADA,A-092/CENIPA/2015,SIM,2017-02-08,8,1,NÃO,2015,"ATENÇÃO,ATITUDE,CLIMA ORGANIZACIONAL,COMUNICAÇÃO,COORDENAÇÃO DE CABINE,CULTURA DO GRUPO DE TRABALHO,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,LIDERANÇA,ORGANIZAÇÃO DO TRABALHO,PERCEPÇÃO,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",17,12,5,0,0,0
750,53353,53353,53353,53353,53353,INCIDENTE,-4.9666666667,-65.15,COARI,AM,BRASIL,****,23/02/2011,09:50:00,SIM,FINALIZADA,I-599/CENIPA/2018,SIM,2019-10-28,0,1,NÃO,2011,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
751,53355,53355,53355,53355,53355,INCIDENTE GRAVE,-22.1694444444,-39.7594444444,MACAÉ,RJ,BRASIL,SBME,28/06/2015,11:46:00,SIM,FINALIZADA,IG-093/CENIPA/2015,SIM,2019-12-18,2,1,NÃO,2015,"INFLUÊNCIA DO MEIO AMBIENTE,JULGAMENTO DE PILOTAGEM,PESSOAL DE APOIO,PROCESSO DECISÓRIO",4,2,2,0,0,0
752,53356,53356,53356,53356,53356,ACIDENTE,-26.8327777778,-49.0936111111,BLUMENAU,SC,BRASIL,SSBL,05/07/2015,18:15:00,SIM,FINALIZADA,A-096/CENIPA/2015,SIM,2016-06-30,1,1,SIM,2015,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM",3,0,3,0,0,0
753,53358,53358,53358,53358,53358,INCIDENTE GRAVE,-3.879722,-46.577778,SANTA INÊS,MA,BRASIL,****,07/07/2015,20:00:00,SIM,FINALIZADA,A-097/CENIPA/2015,SIM,2019-03-11,3,1,NÃO,2015,"ATENÇÃO,ATITUDE,CARACTERÍSTICAS DA TAREFA,COMUNICAÇÃO,COORDENAÇÃO DE CABINE,DINÂMICA DE EQUIPE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,ORGANIZAÇÃO DO TRABALHO,PERCEPÇÃO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,RELAÇÕES INTERPESSOAIS,SISTEMAS DE APOIO",15,13,2,0,0,0
754,53360,53360,53360,53360,53360,ACIDENTE,-3.7544444444,-38.7158333333,CAUCAIA,CE,BRASIL,****,10/07/2015,14:50:00,SIM,FINALIZADA,A-100/CENIPA/2015,SIM,2017-08-01,2,1,NÃO,2015,"ATITUDE,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",8,4,4,0,0,0
755,53361,53361,53361,53361,53361,INCIDENTE GRAVE,-21.1363888889,-47.7766666667,RIBEIRÃO PRETO,SP,BRASIL,SBRP,07/07/2015,12:40:00,SIM,FINALIZADA,IG-098/CENIPA/2015,SIM,2016-06-23,0,1,NÃO,2015,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0
756,53372,53372,53372,53372,53372,ACIDENTE,-15.5105555556,-55.5163888889,CHAPADA DOS GUIMARÃES,MT,BRASIL,****,10/07/2015,20:30:00,SIM,FINALIZADA,A-101/CENIPA/2015,SIM,2017-05-02,1,1,NÃO,2015,"INFLUÊNCIA DO MEIO AMBIENTE,PLANEJAMENTO DE VOO",2,1,1,0,0,0
757,53373,53373,53373,53373,53373,ACIDENTE,-23.2141666667,-51.1858333333,LONDRINA,PR,BRASIL,SSOK,21/07/2015,17:25:00,SIM,FINALIZADA,A-104/CENIPA/2015,SIM,2017-08-01,2,1,NÃO,2015,PLANEJAMENTO DE VOO,1,0,1,0,0,0
758,53374,53374,53374,53374,53374,ACIDENTE,-5.3636111111,-57.1341666667,ITAITUBA,PA,BRASIL,****,14/07/2015,19:30:00,SIM,FINALIZADA,A-102/CENIPA/2015,SIM,2016-06-16,0,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE",3,0,3,0,0,0
759,53375,53375,53375,53375,53375,ACIDENTE,-3.1125,-60.1555555556,MANAUS,AM,BRASIL,SBEG,23/07/2015,19:59:00,,ATIVA,A-105/CENIPA/2015,SIM,2017-10-27,1,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",3,1,2,0,0,0
760,53376,53376,53376,53376,53376,ACIDENTE,-17.8733333333,-50.9386111111,RIO VERDE,GO,BRASIL,****,19/07/2015,00:15:00,SIM,FINALIZADA,A-103/CENIPA/2015,NÃO,,1,1,NÃO,2015,"DESORIENTAÇÃO,ILUSÕES VISUAIS,MANUTENÇÃO DE AERONAVE",3,2,1,0,0,0
761,53377,53377,53377,53377,53377,ACIDENTE,-28.6594444444,-53.6136111111,CRUZ ALTA,RS,BRASIL,SSAK,25/07/2015,18:40:00,SIM,FINALIZADA,A-106/CENIPA/2015,SIM,2016-06-16,2,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO GERENCIAL,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",6,0,6,0,0,0
762,53423,53423,53423,53423,53423,ACIDENTE,-10.9033333333,-37.0641666667,ARACAJU,SE,BRASIL,SNJD,01/08/2015,12:50:00,SIM,FINALIZADA,A-108/CENIPA/2015,SIM,2016-06-16,0,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",3,0,3,0,0,0
763,53427,53427,53427,53427,53427,ACIDENTE,-24.3080555556,-47.0738888889,ITARIRI,SP,BRASIL,****,13/08/2015,12:50:00,SIM,FINALIZADA,A-112/CENIPA/2015,SIM,2018-09-04,2,1,NÃO,2015,MANUSEIO DO MATERIAL,1,0,0,1,0,0
764,53428,53428,53428,53428,53428,ACIDENTE,-16.6280555556,-49.3455555556,GOIÂNIA,GO,BRASIL,SWNV,06/08/2015,11:35:00,SIM,FINALIZADA,IG-109/CENIPA/2015,SIM,2017-08-01,1,1,SIM,2015,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO",4,1,3,0,0,0
765,53433,53433,53433,53433,53433,ACIDENTE,-23.2888888889,-52.1291666667,MARINGÁ,PR,BRASIL,SSXO,28/04/2012,20:00:00,SIM,FINALIZADA,A-545/CENIPA/2015,SIM,2015-11-16,0,1,NÃO,2012,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM",3,0,2,0,1,0
766,53434,53434,53434,53434,53434,INCIDENTE GRAVE,-23.1816666667,-46.9436111111,JUNDIAÍ,SP,BRASIL,SBJD,11/08/2015,12:20:00,SIM,FINALIZADA,IG-111/CENIPA/2015,SIM,2016-06-23,0,1,SIM,2015,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO",2,0,2,0,0,0
767,53435,53435,53435,53435,53435,ACIDENTE,-2.9080555556,-60.4816666667,BOA VISTA,RR,BRASIL,****,15/08/2015,14:00:00,SIM,FINALIZADA,A-113/CENIPA/2015,SIM,2018-04-05,0,1,NÃO,2015,"ATENÇÃO,PERCEPÇÃO,PLANEJAMENTO DE VOO",3,2,1,0,0,0
768,53436,53436,53436,53436,53436,INCIDENTE GRAVE,-21.5997222222,-48.8327777778,ITÁPOLIS,SP,BRASIL,SDIO,17/08/2015,12:45:00,SIM,FINALIZADA,IG-115/CENIPA/2015,SIM,2016-06-23,0,1,NÃO,2015,JULGAMENTO DE PILOTAGEM,1,0,1,0,0,0
769,53438,53438,53438,53438,53438,ACIDENTE,-28.5230555556,-50.0580555556,SÃO JOSÉ DOS AUSENTES,RS,BRASIL,****,30/07/2015,15:07:00,SIM,FINALIZADA,A-107/CENIPA/2015,SIM,2018-06-25,0,1,NÃO,2015,"FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PROCESSO DECISÓRIO",5,3,2,0,0,0
770,53462,53462,53462,53462,53462,INCIDENTE GRAVE,-31.7172222222,-52.3283333333,PELOTAS,RS,BRASIL,SBPK,29/08/2015,17:30:00,SIM,FINALIZADA,IG-118/CENIPA/2015,SIM,2019-10-28,0,1,SIM,2015,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO",4,0,4,0,0,0
771,53463,53463,53463,53463,53463,ACIDENTE,-21.5566666667,-51.2369444444,PACAEMBU,SP,BRASIL,****,24/08/2015,15:00:00,SIM,FINALIZADA,A-116/CENIPA/2015,SIM,2016-06-16,0,1,NÃO,2015,"MANUTENÇÃO DE AERONAVE,PLANEJAMENTO DE VOO",2,0,2,0,0,0
772,53466,53466,53466,53466,53466,ACIDENTE,-16.6280555556,-49.3455555556,GOIÂNIA,GO,BRASIL,SWNV,27/08/2015,13:12:00,SIM,FINALIZADA,A-117/CENIPA/2015,SIM,2018-09-04,1,1,SIM,2015,"ATITUDE,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,POUCA EXPERIÊNCIA DO PILOTO,SUPERVISÃO GERENCIAL",5,1,4,0,0,0
773,53469,53469,53469,53469,53469,ACIDENTE,-7.3680555556,-52.3705555556,SÃO FÉLIX DO XINGU,PA,BRASIL,****,30/08/2015,18:30:00,SIM,FINALIZADA,A-120/CENIPA/2015,SIM,2019-04-08,3,1,NÃO,2015,"MANUTENÇÃO DE AERONAVE,OUTRO FATOR,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",4,1,2,0,0,1
774,53471,53471,53471,53471,53471,INCIDENTE GRAVE,-19.9091666667,-43.9883333333,BELO HORIZONTE,MG,BRASIL,SBPR,31/08/2015,14:57:00,SIM,FINALIZADA,IG-121/CENIPA/2015,SIM,2018-03-09,4,1,SIM,2015,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,POUCA EXPERIÊNCIA DO PILOTO",4,1,3,0,0,0
775,53485,53485,53485,53485,53485,ACIDENTE,-21.6741666667,-47.06,CASA BRANCA,SP,BRASIL,****,20/09/2015,17:30:00,SIM,FINALIZADA,A-126/CENIPA/2015,SIM,2017-08-01,0,1,NÃO,2015,"ATITUDE,JULGAMENTO DE PILOTAGEM",2,1,1,0,0,0
776,53487,53487,53487,53487,53487,ACIDENTE,-10.5972222222,-44.3925,SANTA RITA DE CÁSSIA,BA,BRASIL,****,19/09/2015,20:30:00,SIM,FINALIZADA,A-125/CENIPA/2015,SIM,2016-06-16,0,1,SIM,2015,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0
777,53488,53488,53488,53488,53488,ACIDENTE,-11.8961111111,-44.2944444444,MACEIÓ,AL,BRASIL,****,23/09/2015,14:00:00,SIM,FINALIZADA,A-128/CENIPA/2015,SIM,2018-05-10,0,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,ATENÇÃO,COMUNICAÇÃO,CULTURA DO GRUPO DE TRABALHO,CULTURA ORGANIZACIONAL,ESTADO EMOCIONAL,JULGAMENTO DE PILOTAGEM,MEMÓRIA,PERCEPÇÃO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",15,10,5,0,0,0
778,53494,53494,53494,53494,53494,ACIDENTE,-16.6269444444,-49.3455555556,GOIÂNIA,GO,BRASIL,SBGO,05/09/2015,14:00:00,SIM,FINALIZADA,A-123/CENIPA/2015,SIM,2019-06-28,1,1,SIM,2015,"APLICAÇÃO DE COMANDOS,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",4,0,4,0,0,0
779,53495,53495,53495,53495,53495,ACIDENTE,-15.8525,-56.0880555556,SANTO ANTÔNIO DO LEVERGER,MT,BRASIL,SWLV,28/09/2015,21:10:00,SIM,FINALIZADA,A-129/CENIPA/2015,SIM,2017-06-22,1,1,SIM,2015,"APLICAÇÃO DE COMANDOS,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO",3,1,2,0,0,0
780,53496,53496,53496,53496,53496,INCIDENTE GRAVE,-17.8177777778,-51.7741666667,JATAÍ,GO,BRASIL,SWJW,30/09/2015,17:34:00,SIM,FINALIZADA,IG-132/CENIPA/2015,SIM,2017-08-01,1,1,NÃO,2015,"ATITUDE,ESQUECIMENTO DO PILOTO",2,1,1,0,0,0
781,53498,53498,53498,53498,53498,ACIDENTE,-9.9741666667,-38.0152777778,ALTA FLORESTA,MT,BRASIL,****,28/09/2015,14:40:00,SIM,FINALIZADA,A-130/CENIPA/2015,SIM,2018-07-27,0,1,SIM,2015,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",3,1,2,0,0,0
782,53501,53501,53501,53501,53501,ACIDENTE,-20.1333333333,-43.5,CATAS ALTAS,MG,BRASIL,****,06/10/2015,14:33:00,SIM,FINALIZADA,A-135/CENIPA/2015,SIM,2018-06-25,0,1,NÃO,2015,"INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0
783,53543,53543,53543,53543,53543,ACIDENTE,-21.4925,-56.1519444444,JARDIM,MS,BRASIL,SSJI,21/10/2015,14:30:00,SIM,FINALIZADA,A-138/CENIPA/2015,SIM,2017-08-01,0,1,SIM,2015,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
784,53545,53545,53545,53545,53545,INCIDENTE GRAVE,8.7136111111,63.9027777778,PORTO VELHO,RO,BRASIL,SBPV,23/10/2015,20:00:00,SIM,FINALIZADA,IG-140/CENIPA/2015,SIM,2018-03-09,1,1,SIM,2015,INFRAESTRUTURA AEROPORTUÁRIA,1,0,1,0,0,0
785,53546,53546,53546,53546,53546,ACIDENTE,-16.4661111111,-54.7119444444,RONDONÓPOLIS,MT,BRASIL,SDWC,22/10/2015,11:30:00,SIM,FINALIZADA,A-139/CENIPA/2015,SIM,2018-05-10,0,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,ATITUDE,COORDENAÇÃO DE CABINE,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,ORGANIZAÇÃO DO TRABALHO,PERCEPÇÃO,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",12,6,6,0,0,0
786,53551,53551,53551,53551,53551,INCIDENTE GRAVE,-22.9786111111,-46.5369444444,BRAGANÇA PAULISTA,SP,BRASIL,SBBP,05/11/2015,19:15:00,SIM,FINALIZADA,IG-143/CENIPA/2015,SIM,2018-11-07,1,1,SIM,2015,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,INSTRUÇÃO,PROCESSOS ORGANIZACIONAIS",4,1,3,0,0,0
787,53552,53552,53552,53552,53552,INCIDENTE GRAVE,-3.3802777778,-64.7252777778,TEFÉ,AM,BRASIL,SBTF,06/11/2015,15:04:00,SIM,FINALIZADA,IG-144/CENIPA/2015,SIM,2019-10-28,4,1,SIM,2015,"APLICAÇÃO DE COMANDOS,MANUTENÇÃO DE AERONAVE",2,0,2,0,0,0
788,53559,53559,53559,53559,53559,ACIDENTE,-17.9347222222,-47.3094444444,GUARDA-MOR,MG,BRASIL,****,10/11/2015,21:04:00,SIM,FINALIZADA,A-149/CENIPA/2015,SIM,2019-04-08,0,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,ATITUDE,COORDENAÇÃO DE CABINE,CULTURA ORGANIZACIONAL,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,PROCESSO DECISÓRIO,RELAÇÕES INTERPESSOAIS,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",11,6,5,0,0,0
789,53561,53561,53561,53561,53561,ACIDENTE,-13.0127777778,-38.5305555556,SALVADOR,BA,BRASIL,****,31/10/2015,18:50:00,SIM,***,A-142/CENIPA/2015,SIM,2018-03-09,0,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,ATENÇÃO,JULGAMENTO DE PILOTAGEM,MOTIVAÇÃO,PERCEPÇÃO",5,3,2,0,0,0
790,53562,53562,53562,53562,53562,ACIDENTE,-32.4097222222,-53.445,JAGUARÃO,RS,BRASIL,****,08/11/2015,10:45:00,SIM,FINALIZADA,A-145/CENIPA/2015,SIM,2017-10-27,0,1,NÃO,2015,"CULTURA ORGANIZACIONAL,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,SUPERVISÃO GERENCIAL",4,1,3,0,0,0
791,53563,53563,53563,53563,53563,INCIDENTE GRAVE,-5.5613888889,-35.5588888889,TAIPU,RN,BRASIL,****,09/11/2015,20:00:00,SIM,FINALIZADA,IG-146/CENIPA/2015,SIM,2017-08-01,0,1,NÃO,2015,"ATITUDE,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM",3,1,2,0,0,0
792,53564,53564,53564,53564,53564,ACIDENTE,-7.5252777778,-46.0533333333,BALSAS,MA,BRASIL,SNBS,09/11/2015,19:30:00,SIM,FINALIZADA,A-147/CENIPA/2015,SIM,2018-04-05,1,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,ATITUDE,CULTURA ORGANIZACIONAL,DESORIENTAÇÃO,ESTADO EMOCIONAL,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,MOTIVAÇÃO,OUTRO FATOR,POUCA EXPERIÊNCIA DO PILOTO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",12,7,4,0,0,1
793,53565,53565,53565,53565,53565,ACIDENTE,-8.5080555556,-35.1758333333,SIRINHAÉM,PE,BRASIL,****,11/11/2015,17:55:00,SIM,***,A-150/CENIPA/2015,SIM,2018-04-05,2,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,FABRICAÇÃO,MANUTENÇÃO DE AERONAVE,OUTRO FATOR,SUPERVISÃO GERENCIAL",5,0,3,1,0,1
794,53568,53568,53568,53568,53568,INCIDENTE GRAVE,-3.0725,-60.0227777778,MANAUS,AM,BRASIL,SWFN,17/11/2015,17:55:00,SIM,FINALIZADA,IG-153/CENIPA/2015,SIM,2018-05-01,1,1,SIM,2015,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO",3,1,2,0,0,0
795,53571,53571,53571,53571,53571,ACIDENTE,-29.2663888889,-51.5344444444,GARIBALDI,RS,BRASIL,SSGA,21/11/2015,19:30:00,SIM,FINALIZADA,A-155/CENIPA/2015,SIM,2017-08-01,2,1,SIM,2015,"APLICAÇÃO DE COMANDOS,ATITUDE,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",9,4,5,0,0,0
796,53572,53572,53572,53572,53572,ACIDENTE,-24.3075,-47.5086111111,MIRACATU,SP,BRASIL,****,17/11/2015,15:55:00,SIM,FINALIZADA,A-154/CENIPA/2015,SIM,2019-10-28,1,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,ATITUDE,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",4,1,3,0,0,0
797,53574,53574,53574,53574,53574,ACIDENTE,-23.175,-46.9372222222,JUNDIAÍ,SP,BRASIL,****,27/11/2015,13:05:00,SIM,FINALIZADA,A-156/CENIPA/2015,SIM,2017-06-22,1,1,NÃO,2015,"ATITUDE,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",5,2,3,0,0,0
798,53576,53576,53576,53576,53576,ACIDENTE,-29.6827777778,-48.4375,SÃO VICENTE DO SUL,RS,BRASIL,****,29/11/2015,20:30:00,SIM,FINALIZADA,A-158/CENIPA/2015,SIM,2018-06-25,0,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,FADIGA,INFLUÊNCIA DO MEIO AMBIENTE,MANUTENÇÃO DE AERONAVE,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL,USO ILÍCITO DE DROGAS",7,4,3,0,0,0
799,53625,53625,53625,53625,53625,ACIDENTE,-16.6533333333,-49.6094444444,TRINDADE,GO,BRASIL,****,06/12/2015,13:10:00,SIM,FINALIZADA,A-159/CENIPA/2015,SIM,2019-04-08,3,1,NÃO,2015,"ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,MOTIVAÇÃO,PERCEPÇÃO,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO,RELAÇÕES INTERPESSOAIS",9,6,2,0,1,0
800,53626,53626,53626,53626,53626,ACIDENTE,-22.7555555556,-47.2672222222,AMERICANA,SP,BRASIL,SDAI,06/12/2015,15:00:00,SIM,FINALIZADA,A-160/CENIPA/2015,SIM,2019-10-28,1,1,SIM,2015,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",3,0,3,0,0,0
801,53628,53628,53628,53628,53628,ACIDENTE,-22.0327777778,-47.0258333333,AGUAÍ,SP,BRASIL,****,08/12/2015,14:30:00,SIM,FINALIZADA,A-161/CENIPA/2015,SIM,2018-05-17,1,1,NÃO,2015,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0
802,60609,60609,60609,60609,60609,INCIDENTE GRAVE,-7.2283333333,-48.2408333333,ARAGUAÍNA,TO,BRASIL,SWGN,15/12/2015,13:00:00,SIM,FINALIZADA,IG-166/CENIPA/2015,SIM,2018-05-17,0,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",4,1,2,0,1,0
803,60612,60612,60612,60612,60612,ACIDENTE,-29.1480555556,-51.5383333333,BENTO GONÇALVES,RS,BRASIL,SSBG,13/12/2015,20:30:00,SIM,FINALIZADA,A-165/CENIPA/2015,SIM,2019-04-08,0,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",4,0,3,0,1,0
804,60613,60613,60613,60613,60613,ACIDENTE,-16.3586111111,-55.1077777778,JUSCIMEIRA,MT,BRASIL,SWMO,12/12/2015,08:31:00,SIM,FINALIZADA,A-163/CENIPA/2015,SIM,2017-05-02,0,1,NÃO,2015,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",5,2,2,0,1,0
805,60616,60616,60616,60616,60616,ACIDENTE,-24.2897222222,-53.8252777778,PALOTINA,PR,BRASIL,****,15/12/2015,20:30:00,SIM,FINALIZADA,A-167/CENIPA/2015,SIM,2018-11-07,0,1,NÃO,2015,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0
806,60620,60620,60620,60620,60620,ACIDENTE,-22.9830555556,-43.3725,RIO DE JANEIRO,RJ,BRASIL,SBJR,15/12/2015,16:50:00,SIM,FINALIZADA,A-168/CENIPA/2015,SIM,2017-08-01,4,1,NÃO,2015,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,INFRAESTRUTURA AEROPORTUÁRIA,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM",5,0,5,0,0,0
807,60625,60625,60625,60625,60625,ACIDENTE,-21.6036111111,-48.8316666667,ITÁPOLIS,SP,BRASIL,SDIO,17/12/2015,21:30:00,SIM,FINALIZADA,A-170/CENIPA/2015,SIM,2017-05-26,1,1,SIM,2015,"APLICAÇÃO DE COMANDOS,ORGANIZAÇÃO DO TRABALHO,POUCA EXPERIÊNCIA DO PILOTO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",5,2,3,0,0,0
808,60629,60629,60629,60629,60629,ACIDENTE,-32.2672222222,-52.5663888889,RIO GRANDE,RS,BRASIL,****,12/12/2015,10:40:00,SIM,FINALIZADA,A-164/CENIPA/2015,SIM,2018-09-04,0,1,NÃO,2015,"ATITUDE,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PROCESSO DECISÓRIO",4,3,1,0,0,0
809,60631,60631,60631,60631,60631,ACIDENTE,-29.1625,-55.9388888889,MAÇAMBARÁ,RS,BRASIL,****,28/12/2015,19:00:00,SIM,FINALIZADA,A-172/CENIPA/2015,SIM,2018-07-27,2,1,NÃO,2015,"ATITUDE,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",5,3,2,0,0,0
810,60660,60660,60660,60660,60660,ACIDENTE,-29.7277777778,-56.9591666667,URUGUAIANA,RS,BRASIL,SJDU,11/01/2016,09:30:00,SIM,FINALIZADA,A-007/CENIPA/2016,SIM,2017-06-22,3,1,SIM,2016,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,SUPERVISÃO GERENCIAL",3,0,3,0,0,0
811,60661,60661,60661,60661,60661,ACIDENTE,-29.9025,-50.2616666667,OSÓRIO,RS,BRASIL,SSOS,20/01/2016,12:00:00,SIM,FINALIZADA,A-015/CENIPA/2016,SIM,2017-05-02,4,1,NÃO,2016,"APLICAÇÃO DE COMANDOS,COMUNICAÇÃO,CULTURA DO GRUPO DE TRABALHO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,ORGANIZAÇÃO DO TRABALHO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO,PROCESSOS ORGANIZACIONAIS,SISTEMAS DE APOIO",11,6,5,0,0,0
