,Unnamed: 0,codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ano,fator_nome,total_fatores,fator_humano,fator_operacional,fator_material,fator_metereologico,fator_outro,aeronave_operador_categoria,aeronave_tipo_veiculo,aeronave_fabricante,aeronave_modelo,aeronave_tipo_icao,aeronave_motor_tipo,aeronave_motor_quantidade,aeronave_assentos,aeronave_ano_fabricacao,aeronave_pais_fabricante,aeronave_pais_registro,aeronave_registro_segmento,aeronave_voo_origem,aeronave_voo_destino,aeronave_fase_operacao,aeronave_tipo_operacao,aeronave_nivel_dano,aeronave_fatalidades_total
829,825,61012,61012,61012,61012,61012,ACIDENTE,-16.5413888889,-39.1080555556,PORTO SEGURO,BA,BRASIL,SBTV,21/04/2016,14:40:00,SIM,FINALIZADA,A - 073/CENIPA/2016,SIM,2017-05-02,1,1,SIM,2016,"APLICAÇÃO DE COMANDOS,CONDIÇÕES METEOROLÓGICAS ADVERSAS,JULGAMENTO DE PILOTAGEM",3,0,2,0,1,0,PARTICULAR,AVIÃO,BEECH AIRCRAFT,300,BE30,TURBOÉLICE,BIMOTOR,11.0,1985.0,BRASIL,BRASIL,PARTICULAR,SANTOS DUMONT,TERRAVISTA,POUSO,PRIVADA,SUBSTANCIAL,0
830,826,61070,61070,61070,61070,61070,INCIDENTE GRAVE,-8.0305555556,-49.9805555556,REDENÇÃO,PA,BRASIL,SNDC,22/04/2016,18:30:00,SIM,FINALIZADA,IG-076/CENIPA/2016,SIM,2017-05-26,2,1,SIM,2016,"APLICAÇÃO DE COMANDOS,INFLUÊNCIA DO MEIO AMBIENTE,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM",4,1,3,0,0,0,PARTICULAR,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PA34,PISTÃO,BIMOTOR,6.0,2002.0,BRASIL,BRASIL,PARTICULAR,AEROPORTO MUNICIPAL BOM FUTURO,REDENÇÃO,APROXIMAÇÃO FINAL,PRIVADA,LEVE,0
831,827,61079,61079,61079,61079,61079,ACIDENTE,-25.1855555556,-50.1463888889,PONTA GROSSA,PR,BRASIL,SSZW,01/05/2016,19:15:00,SIM,FINALIZADA,A-082/CENIPA/2016,SIM,2017-05-02,0,1,NÃO,2016,"ESQUECIMENTO DO PILOTO,MEMÓRIA",2,1,1,0,0,0,PARTICULAR,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,6.0,1976.0,BRASIL,BRASIL,PARTICULAR,COMANDANTE ANTONIO AMILTON BERALDO,COMANDANTE ANTONIO AMILTON BERALDO,POUSO,PRIVADA,SUBSTANCIAL,0
832,828,65270,65270,65270,65270,65270,INCIDENTE GRAVE,-25.4033333333,-49.2336111111,CAMPO MAGRO,PR,BRASIL,****,02/06/2016,14:15:00,SIM,FINALIZADA,IG-089/CENIPA/2016,SIM,2017-06-22,2,1,NÃO,2016,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0,INSTRUÇÃO,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PAUL,PISTÃO,MONOMOTOR,2.0,1948.0,BRASIL,BRASIL,INSTRUÇÃO,BACACHERI,BACACHERI,CRUZEIRO,PRIVADA,LEVE,0
833,829,65292,65292,65292,65292,65292,ACIDENTE,-27.6144444444,-48.6741666667,FLORIANÓPOLIS,SC,BRASIL,SSKT,11/06/2016,16:37:00,SIM,FINALIZADA,A-091/CENIPA/2016,SIM,2017-05-02,2,1,SIM,2016,"ATENÇÃO,PROCESSOS ORGANIZACIONAIS,SISTEMAS DE APOIO,SUPERVISÃO GERENCIAL",4,3,1,0,0,0,INSTRUÇÃO,PLANADOR,GROB,G103,GLID,SEM TRAÇÃO,SEM TRAÇÃO,2.0,1983.0,BRASIL,BRASIL,INSTRUÇÃO,AEROCLUBE DE SANTA CATARINA,AEROCLUBE DE SANTA CATARINA,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
834,830,65469,65469,65469,65469,65469,ACIDENTE,-22.7105555556,-47.6194444444,PIRACICABA,SP,BRASIL,SDPW,31/07/2016,15:00:00,SIM,FINALIZADA,IG-106/CENIPA/2016,NÃO,,1,1,NÃO,2016,"APLICAÇÃO DE COMANDOS,COORDENAÇÃO DE CABINE,JULGAMENTO DE PILOTAGEM,POUCA EXPERIÊNCIA DO PILOTO",4,0,4,0,0,0,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,2.0,1977.0,BRASIL,BRASIL,INSTRUÇÃO,TIETÊ,PEDRO MORGANTI,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
835,831,65493,65493,65493,65493,65493,ACIDENTE,-7.2502777778,-64.7838888889,LÁBREA,AM,BRASIL,SWLB,03/08/2016,19:40:00,SIM,FINALIZADA,A-107/CENIPA/2016,SIM,2017-06-22,2,1,NÃO,2016,"APLICAÇÃO DE COMANDOS,INFRAESTRUTURA AEROPORTUÁRIA,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",4,0,4,0,0,0,PARTICULAR,AVIÃO,BEECH AIRCRAFT,B36TC,BE36,PISTÃO,MONOMOTOR,6.0,1994.0,BRASIL,BRASIL,PARTICULAR,GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA,LÁBREA,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
836,832,65536,65536,65536,65536,65536,INCIDENTE GRAVE,-3.0752777778,-60.0086111111,MANAUS,AM,BRASIL,SWFN,21/08/2016,13:00:00,SIM,FINALIZADA,IG-110/CENIPA/2016,SIM,2017-06-22,1,1,NÃO,2016,"ATENÇÃO,JULGAMENTO DE PILOTAGEM",2,1,1,0,0,0,TÁXI AÉREO,AVIÃO,CESSNA AIRCRAFT,U206G,C206,PISTÃO,MONOMOTOR,6.0,1980.0,BRASIL,BRASIL,TÁXI AÉREO,FLORES,ITAITUBA,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0
837,833,65622,65622,65622,65622,65622,ACIDENTE,-28.6588888889,-53.6113888889,CRUZ ALTA,RS,BRASIL,SSAK,08/09/2016,13:00:00,SIM,FINALIZADA,A-116/CENIPA/2016,NÃO,,0,1,SIM,2016,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",2,0,2,0,0,0,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1988.0,BRASIL,BRASIL,INSTRUÇÃO,CARLOS RUHL,CARLOS RUHL,POUSO,INSTRUÇÃO,SUBSTANCIAL,0
838,834,65743,65743,65743,65743,65743,ACIDENTE,-23.4738888889,-52.0152777778,MARINGÁ,PR,BRASIL,SBMG,24/09/2016,20:16:00,SIM,FINALIZADA,A-127/CENIPA/2016,NÃO,,0,1,NÃO,2016,"CARACTERÍSTICAS DA TAREFA,INCONSCIÊNCIA",2,2,0,0,0,0,EXPERIMENTAL,ULTRALEVE,PETRO JET SALES,EXTRA EA 230,ULAC,PISTÃO,MONOMOTOR,2.0,1986.0,BRASIL,BRASIL,EXPERIMENTAL,SÍLVIO NAME JÚNIOR,SÍLVIO NAME JÚNIOR,MANOBRA,EXPERIMENTAL,DESTRUÍDA,1
839,835,65745,65745,65745,65745,65745,ACIDENTE,-25.4033333333,-49.2336111111,CURITIBA,PR,BRASIL,SBBI,26/09/2016,18:07:00,SIM,FINALIZADA,A-129/CENIPA/2016,SIM,2017-06-22,3,1,SIM,2016,"MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",2,0,2,0,0,0,INSTRUÇÃO,AVIÃO,PIPER AIRCRAFT,PA-34-200,PA34,PISTÃO,BIMOTOR,6.0,1972.0,BRASIL,BRASIL,INSTRUÇÃO,HERCÍLIO LUZ,BACACHERI,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
840,836,65771,65771,65771,65771,65771,ACIDENTE,-25.1844444444,-50.1438888889,PONTA GROSSA,PR,BRASIL,SSZW,23/09/2016,14:25:00,SIM,FINALIZADA,A-126/CENIPA/2016,SIM,2017-06-22,1,1,NÃO,2016,"APLICAÇÃO DE COMANDOS,COMUNICAÇÃO,COORDENAÇÃO DE CABINE,DINÂMICA DE EQUIPE,JULGAMENTO DE PILOTAGEM,PROCESSO DECISÓRIO",6,3,3,0,0,0,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1993.0,BRASIL,BRASIL,INSTRUÇÃO,COMANDANTE ANTONIO AMILTON BERALDO,COMANDANTE ANTONIO AMILTON BERALDO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,0
841,837,65810,65810,65810,65810,65810,ACIDENTE,-29.9158333333,-56.2636111111,ALEGRETE,RS,BRASIL,****,11/10/2016,18:29:00,SIM,FINALIZADA,A-132/CENIPA/2016,SIM,2017-05-26,1,1,NÃO,2016,JULGAMENTO DE PILOTAGEM,1,0,1,0,0,0,PARTICULAR,AVIÃO,EMBRAER,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,2014.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
842,838,65813,65813,65813,65813,65813,ACIDENTE,-1.2388888889,-60.4844444444,CARACARAÍ,RR,BRASIL,****,12/10/2016,20:30:00,SIM,FINALIZADA,A-133/CENIPA/2016,NÃO,,1,1,SIM,2016,"JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",4,1,3,0,0,0,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,6.0,1985.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,ATLAS BRASIL CANTANHEDE,CRUZEIRO,PRIVADA,SUBSTANCIAL,0
843,839,65815,65815,65815,65815,65815,ACIDENTE,-29.3669444444,-50.8294444444,CANELA,RS,BRASIL,SSCN,13/10/2016,15:15:00,SIM,FINALIZADA,A-134/CENIPA/2016,NÃO,,0,1,NÃO,2016,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0,MÚLTIPLA,HELICÓPTERO,ROBINSON HELICOPTER,R44,R44,PISTÃO,MONOMOTOR,4.0,2000.0,BRASIL,BRASIL,MÚLTIPLA,EL DORADO,CANELA,DESCIDA,NÃO REGULAR,SUBSTANCIAL,0
844,840,65834,65834,65834,65834,65834,ACIDENTE,-21.1186111111,-49.1319444444,IBIRÁ,SP,BRASIL,****,20/10/2016,11:00:00,SIM,FINALIZADA,A-136/CENIPA/2016,NÃO,,0,1,NÃO,2016,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM",2,0,2,0,0,0,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1.0,2006.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
845,841,65867,65867,65867,65867,65867,ACIDENTE,-31.0411111111,-51.5483333333,ARAMBARÉ,RS,BRASIL,****,24/10/2016,18:30:00,SIM,FINALIZADA,A-138/CENIPA/2016,SIM,2017-06-22,0,1,NÃO,2016,"JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PROCESSO DECISÓRIO",3,2,1,0,0,0,AGRÍCOLA,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1976.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
846,842,65921,65921,65921,65921,65921,ACIDENTE,-26.8327777778,-49.0936111111,BLUMENAU,SC,BRASIL,SSBL,29/10/2016,18:30:00,SIM,FINALIZADA,A-144/CENIPA/2016,SIM,2017-05-02,0,2,NÃO,2016,JULGAMENTO DE PILOTAGEM,1,0,1,0,0,0,INSTRUÇÃO,AVIÃO,AERO BOERO,AB-115,AB11,PISTÃO,MONOMOTOR,2.0,1991.0,BRASIL,BRASIL,INSTRUÇÃO,BLUMENAU,BLUMENAU,TÁXI,INSTRUÇÃO,SUBSTANCIAL,0
847,842,65921,65921,65921,65921,65921,ACIDENTE,-26.8327777778,-49.0936111111,BLUMENAU,SC,BRASIL,SSBL,29/10/2016,18:30:00,SIM,FINALIZADA,A-144/CENIPA/2016,SIM,2017-05-02,0,2,NÃO,2016,JULGAMENTO DE PILOTAGEM,1,0,1,0,0,0,EXPERIMENTAL,ULTRALEVE,***,AB-2,ULAC,PISTÃO,MONOMOTOR,2.0,2004.0,BRASIL,BRASIL,EXPERIMENTAL,BLUMENAU,BLUMENAU,TÁXI,PRIVADA,SUBSTANCIAL,0
848,843,65981,65981,65981,65981,65981,INCIDENTE GRAVE,-26.264444,-49.516389,RIO NEGRINHO,SC,BRASIL,****,08/11/2016,16:15:00,SIM,FINALIZADA,IG-145/CENIPA/2016,NÃO,,2,1,NÃO,2016,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0,PARTICULAR,HELICÓPTERO,PZL-SWIDNIK,PZL-SW4,PSW4,TURBOEIXO,MONOMOTOR,5.0,2011.0,BRASIL,BRASIL,PARTICULAR,DOLORES,DOLORES,CRUZEIRO,PRIVADA,LEVE,0
849,844,66005,66005,66005,66005,66005,ACIDENTE,-20.5055555556,-54.5247222222,CAMPO GRANDE,MS,BRASIL,SSKG,14/11/2016,14:00:00,SIM,FINALIZADA,A-148/CENIPA/2016,NÃO,,0,1,SIM,2016,APLICAÇÃO DE COMANDOS,1,0,1,0,0,0,PARTICULAR,AVIÃO,BEECH AIRCRAFT,F33A,BE33,PISTÃO,MONOMOTOR,5.0,1991.0,BRASIL,BRASIL,PARTICULAR,FAZENDA BANDEIRANTES,ESTÂNCIA SANTA MARIA,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0
850,845,66049,66049,66049,66049,66049,ACIDENTE,-28.6261111111,-52.87,TAPERA,RS,BRASIL,****,24/11/2016,10:10:00,SIM,FINALIZADA,A-152/CENIPA/2016,NÃO,,2,1,NÃO,2016,"INDISCIPLINA DE VOO,PROCESSO DECISÓRIO",2,1,1,0,0,0,AGRÍCOLA,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1975.0,BRASIL,BRASIL,AGRÍCOLA,ESPUMOSO,ESPUMOSO,MANOBRA,AGRÍCOLA,SUBSTANCIAL,0
851,846,66065,66065,66065,66065,66065,ACIDENTE,-26.8502777778,-52.5252777778,LAJEADO GRANDE,SC,BRASIL,****,29/11/2016,18:40:00,SIM,FINALIZADA,A-154/CENIPA/2016,NÃO,,4,1,NÃO,2016,"INFLUÊNCIA DO MEIO AMBIENTE,JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO",3,1,2,0,0,0,ESPECIALIZADA,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,4.0,2008.0,BRASIL,BRASIL,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
852,847,66078,66078,66078,66078,66078,ACIDENTE,-23.8686111111,-46.9302777778,SÃO LOURENÇO DA SERRA,SP,BRASIL,****,04/12/2016,18:30:00,NÃO,FINALIZADA,A-157/CENIPA/2016,NÃO,,2,1,NÃO,2016,"ANSIEDADE,ATENÇÃO,ATITUDE,CONDIÇÕES METEOROLÓGICAS ADVERSAS,DESORIENTAÇÃO,FADIGA,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INDISCIPLINA DE VOO,JULGAMENTO DE PILOTAGEM,ORGANIZAÇÃO DO TRABALHO,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",13,9,3,0,1,0,PARTICULAR,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,R44,PISTÃO,MONOMOTOR,4.0,2008.0,BRASIL,BRASIL,PARTICULAR,HBR,FORA DE AERODROMO,VOO A BAIXA ALTURA,PRIVADA,DESTRUÍDA,4
853,848,66086,66086,66086,66086,66086,ACIDENTE,-3.0722222222,-60.0113888889,MANAUS,AM,BRASIL,****,07/12/2016,11:50:00,SIM,FINALIZADA,A-162/CENIPA/2016,NÃO,,2,1,NÃO,2016,"ATITUDE,MANUTENÇÃO DE AERONAVE,MOTIVAÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,RELAÇÕES INTERPESSOAIS",6,4,2,0,0,0,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721D,P32R,PISTÃO,MONOMOTOR,6.0,1981.0,BRASIL,BRASIL,PARTICULAR,FLORES,NOVO ARIPUANÃ,DECOLAGEM,PRIVADA,DESTRUÍDA,6
854,849,66090,66090,66090,66090,66090,INCIDENTE GRAVE,-22.9791666667,-46.5208333333,BRAGANÇA PAULISTA,SP,BRASIL,SBBP,07/12/2016,19:10:00,NÃO,FINALIZADA,IG-163/CENIPA/2016,NÃO,,1,1,SIM,2016,"APLICAÇÃO DE COMANDOS,FORMAÇÃO, CAPACITAÇÃO E TREINAMENTO,INSTRUÇÃO,JULGAMENTO DE PILOTAGEM,SUPERVISÃO GERENCIAL",5,1,4,0,0,0,INSTRUÇÃO,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PAUL,PISTÃO,MONOMOTOR,2.0,1962.0,BRASIL,BRASIL,INSTRUÇÃO,ESTADUAL ARTHUR SIQUEIRA,ESTADUAL ARTHUR SIQUEIRA,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,0
855,850,66093,66093,66093,66093,66093,ACIDENTE,-5.9477777778,-56.5547222222,ITAITUBA,PA,BRASIL,SNYR,09/12/2016,18:30:00,SIM,FINALIZADA,A-166/CENIPA/2016,NÃO,,1,1,SIM,2016,"ATITUDE,ESQUECIMENTO DO PILOTO,INDISCIPLINA DE VOO,MEMÓRIA,PERCEPÇÃO",5,3,2,0,0,0,PARTICULAR,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,6.0,1978.0,BRASIL,BRASIL,PARTICULAR,FORA DE AERODROMO,FAZENDA ÁGUA AZUL,POUSO,PRIVADA,SUBSTANCIAL,0
856,851,66094,66094,66094,66094,66094,INCIDENTE GRAVE,-27.66,-52.2761111111,ERECHIM,RS,BRASIL,****,10/12/2016,14:30:00,SIM,FINALIZADA,IG-167/CENIPA/2016,NÃO,,1,1,NÃO,2016,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,IPAN,PISTÃO,MONOMOTOR,1.0,1985.0,BRASIL,BRASIL,AGRÍCOLA,ERECHIM,ERECHIM,ESPECIALIZADA,AGRÍCOLA,LEVE,0
857,852,66127,66127,66127,66127,66127,INCIDENTE GRAVE,-16.6280555556,-49.3455555556,GOIÂNIA,GO,BRASIL,SWNV,08/12/2016,12:30:00,SIM,FINALIZADA,IG-164/CENIPA/2016,NÃO,,0,1,SIM,2016,"APLICAÇÃO DE COMANDOS,INFRAESTRUTURA AEROPORTUÁRIA",2,0,2,0,0,0,PARTICULAR,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PA34,PISTÃO,BIMOTOR,6.0,1996.0,BRASIL,BRASIL,PARTICULAR,AERÓDROMO NACIONAL DE AVIAÇÃO,AERÓDROMO NACIONAL DE AVIAÇÃO,CORRIDA APÓS POUSO,PRIVADA,LEVE,0
858,853,66131,66131,66131,66131,66131,ACIDENTE,-33.3847222222,-53.2544444444,SANTA VITÓRIA DO PALMAR,RS,BRASIL,****,15/12/2016,18:40:00,SIM,FINALIZADA,A-169/CENIPA/2016,NÃO,,3,1,NÃO,2016,MANUTENÇÃO DE AERONAVE,1,0,1,0,0,0,AGRÍCOLA,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1974.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
859,854,66156,66156,66156,66156,66156,ACIDENTE,-4.3416666667,-69.8233333333,TABATINGA,AM,BRASIL,****,23/12/2016,17:30:00,SIM,FINALIZADA,A-172/CENIPA/2016,NÃO,,2,1,NÃO,2016,"INSTRUÇÃO,MANUTENÇÃO DE AERONAVE,PLANEJAMENTO GERENCIAL",3,0,3,0,0,0,TÁXI AÉREO,AVIÃO,BEECH AIRCRAFT,58,BE58,PISTÃO,BIMOTOR,6.0,1971.0,BRASIL,BRASIL,TÁXI AÉREO,TEFÉ,TABATINGA,APROXIMAÇÃO FINAL,TÁXI AÉREO,DESTRUÍDA,3
860,855,66192,66192,66192,66192,66192,ACIDENTE,-13.9058333333,-38.945,MARAÚ,BA,BRASIL,SIRI,27/12/2016,19:00:00,SIM,FINALIZADA,A-173/CENIPA/2016,SIM,2017-05-26,1,1,SIM,2016,"JULGAMENTO DE PILOTAGEM,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO",3,1,2,0,0,0,PARTICULAR,AVIÃO,EMBRAER,EMB-810C,PA34,PISTÃO,BIMOTOR,6.0,1981.0,BRASIL,BRASIL,PARTICULAR,BARRA GRANDE,TERRAVISTA,DECOLAGEM,PRIVADA,SUBSTANCIAL,0
861,856,66203,66203,66203,66203,66203,ACIDENTE,-30.4747222222,-50.635,PALMARES DO SUL,RS,BRASIL,****,03/01/2017,13:00:00,SIM,FINALIZADA,A-001/CENIPA/2017,NÃO,,1,1,NÃO,2017,"ESQUECIMENTO DO PILOTO,MEMÓRIA,PROCESSOS ORGANIZACIONAIS",3,2,1,0,0,0,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,2005.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,SUBIDA,AGRÍCOLA,SUBSTANCIAL,0
862,857,66204,66204,66204,66204,66204,ACIDENTE,-29.7875,-56.7452777778,URUGUAIANA,RS,BRASIL,****,31/12/2016,20:00:00,SIM,FINALIZADA,A-175/CENIPA/2016,NÃO,,1,1,NÃO,2016,"ORGANIZAÇÃO DO TRABALHO,PLANEJAMENTO DE VOO,PLANEJAMENTO GERENCIAL,PROCESSOS ORGANIZACIONAIS,SUPERVISÃO GERENCIAL",5,2,3,0,0,0,AGRÍCOLA,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1976.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,SUBSTANCIAL,0
863,858,66215,66215,66215,66215,66215,ACIDENTE,-25.4905555556,-51.7483333333,GUARAPUAVA,PR,BRASIL,****,05/01/2017,12:30:00,SIM,FINALIZADA,A-003/CENIPA/2017,NÃO,,1,1,NÃO,2017,"JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PLANEJAMENTO DE VOO,PROCESSO DECISÓRIO,SUPERVISÃO GERENCIAL",5,2,3,0,0,0,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,1998.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
864,859,66216,66216,66216,66216,66216,INCIDENTE GRAVE,-21.7236111111,-54.7338888889,RIO BRILHANTE,MS,BRASIL,****,07/01/2017,12:30:00,SIM,FINALIZADA,IG-007/CENIPA/2017,NÃO,,1,1,SIM,2017,"APLICAÇÃO DE COMANDOS,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO",3,1,2,0,0,0,ESPECIALIZADA,AVIÃO,EMBRAER,EMB-202A,IPAN,PISTÃO,MONOMOTOR,1.0,2011.0,BRASIL,BRASIL,ESPECIALIZADA,FORA DE AERODROMO,FORA DE AERODROMO,CORRIDA APÓS POUSO,AGRÍCOLA,LEVE,0
865,860,66221,66221,66221,66221,66221,ACIDENTE,-20.6480555556,-40.4930555556,GUARAPARI,ES,BRASIL,SNGA,28/12/2016,19:00:00,SIM,FINALIZADA,A-174/CENIPA/2016,NÃO,,1,1,SIM,2016,"JULGAMENTO DE PILOTAGEM,MANUTENÇÃO DE AERONAVE,SUPERVISÃO GERENCIAL",3,0,3,0,0,0,INSTRUÇÃO,AVIÃO,CESSNA AIRCRAFT,152,C152,PISTÃO,MONOMOTOR,2.0,1978.0,BRASIL,BRASIL,INSTRUÇÃO,GUARAPARI,GUARAPARI,POUSO,INSTRUÇÃO,LEVE,0
866,861,66222,66222,66222,66222,66222,INCIDENTE GRAVE,-30.7755555556,-51.4505555556,TAPES,RS,BRASIL,****,05/01/2017,19:40:00,SIM,FINALIZADA,IG-005/CENIPA/2017,NÃO,,0,1,NÃO,2017,"CONDIÇÕES METEOROLÓGICAS ADVERSAS,PLANEJAMENTO DE VOO",2,0,1,0,1,0,AGRÍCOLA,AVIÃO,CESSNA AIRCRAFT,A188B,C188,PISTÃO,MONOMOTOR,1.0,1974.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,DECOLAGEM,AGRÍCOLA,NENHUM,0
867,862,66244,66244,66244,66244,66244,ACIDENTE,-14.6583333333,-57.4994444444,TANGARÁ DA SERRA,MT,BRASIL,SDVI,05/01/2017,14:20:00,SIM,FINALIZADA,A-004/CENIPA/2017,NÃO,,0,1,NÃO,2017,"ATITUDE,JULGAMENTO DE PILOTAGEM,PERCEPÇÃO,PLANEJAMENTO DE VOO,POUCA EXPERIÊNCIA DO PILOTO,PROCESSO DECISÓRIO,PUBLICAÇÕES (ATS)",7,3,4,0,0,0,PARTICULAR,AVIÃO,CESSNA AIRCRAFT,172S,C172,PISTÃO,MONOMOTOR,4.0,2001.0,BRASIL,BRASIL,PARTICULAR,ADALBERTO MENDES DA SILVA,COMANDANTE GASTÃO,POUSO,PRIVADA,SUBSTANCIAL,2
868,863,66253,66253,66253,66253,66253,ACIDENTE,-32.2883333333,-52.5216666667,RIO GRANDE,RS,BRASIL,****,11/01/2017,10:50:00,SIM,FINALIZADA,A-008/CENIPA/2017,SIM,2017-06-22,1,1,NÃO,2017,ATENÇÃO,1,1,0,0,0,0,AGRÍCOLA,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,IPAN,PISTÃO,MONOMOTOR,1.0,2004.0,BRASIL,BRASIL,AGRÍCOLA,FORA DE AERODROMO,FORA DE AERODROMO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0
